Family,Genus,Species,Authority,Chromosome number,Ploidy level,Estimation method,Voucher,1C (pg),Original Reference,Lifecycle,Group,Paper,Name,History of Polyploidy,Repeated Sample,Non-multiple,Minimum,Missing Data,Possible Hybrid,Both,Chromploid
ASTERACEAE,Hieracium,humile,Jacq.,36,4,FC:PI,Y,7.13,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_humile,1,,,0,,,1,0
ASTERACEAE,Hieracium,intybaceum,All.,18,2,FC:PI,Y,3.77,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_intybaceum,,,,1,,,1,1
ASTERACEAE,Hieracium,iseranum,Uechtr.,36,4,FC:PI,Y,3.94,"Suda et al., 2007 (Ref. 569)",P,Eudicot,2011,Hieracium_iseranum,,,,1,,,1,1
ASTERACEAE,Hieracium,kittanae,Vladimirov,18,2,FC:PI,Y,4.21,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_kittanae,,,,1,,,1,1
ASTERACEAE,Hieracium,lachenalii,Suter,27,3,FC:PI,Y,5.63,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_lachenalii,,,,1,,,1,1
ASTERACEAE,Hieracium,lactucella,Wallr.,18,2,FC:PI,Y,1.83,"Br_utigam and Br_utigam, 1996 (Ref. 352)",P,Eudicot,2000,Hieracium_lactucella,,,,1,,,1,1
ASTERACEAE,Hieracium,laevigatum,Willd.,27,3,FC:PI,Y,6.21,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_laevigatum,,,,1,,,1,1
ASTERACEAE,Hieracium,lawsonii,Vill.,27,3,FC:PI,Y,5.38,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_lawsonii,1,,,1,,,1,1
ASTERACEAE,Hieracium,lawsonii,Vill.,36,4,FC:PI,Y,7.36,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_lawsonii,1,,,0,,,1,0
ASTERACEAE,Hieracium,leptophyton,N_geli & Peter,63,7,FC:PI,Y,5.75,"Br_utigam and Br_utigam, 1996 (Ref. 352)",P,Eudicot,2000,Hieracium_leptophyton,,,,1,,,1,1
ASTERACEAE,Hieracium,macrostolonum,G.Schneider,,6,FC:PI,Y,5.49,"Suda et al., 2007 (Ref. 569)",P,Eudicot,2011,Hieracium_macrostolonum,,,,1,,,,0
ASTERACEAE,Hieracium,murorum,L.,27,3,FC:PI,Y,5.71,"Temsch et al., 2010 (Ref. 627)",P,Eudicot,2012,Hieracium_murorum,,,,1,,,1,1
ASTERACEAE,Hieracium,naegelianum,Pancic,27,3,FC:PI,Y,5.45,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_naegelianum,,,,1,,,1,1
ASTERACEAE,Hieracium,olympicum,Boiss.,27,3,FC:PI,Y,6.14,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_olympicum,,,,1,,,1,1
ASTERACEAE,Hieracium,onegense,(Norrl.) Norrl.,18,2,FC:PI,Y,2.12,"Suda et al., 2007 (Ref. 569)",P,Eudicot,2011,Hieracium_onegense,,,,1,,,1,1
ASTERACEAE,Hieracium,pannosum,Boiss. I,27,3,FC:PI,Y,5.86,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_pannosum,1,,,1,,,1,1
ASTERACEAE,Hieracium,pannosum,Boiss. II,36,4,FC:PI,Y,8.34,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_pannosum,1,,,0,,,1,0
ASTERACEAE,Hieracium,pavichii,Heuffel,,2,FC:PI,Y,1.97,"Suda et al., 2007 (Ref. 569)",P,Eudicot,2011,Hieracium_pavichii,,,,1,,,,0
ASTERACEAE,Hieracium,petrovae,Vladimirov & Szelag,18,2,FC:PI,Y,3.95,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_petrovae,,,,1,,,1,1
ASTERACEAE,Hieracium,pictum,Pers.,27,3,FC:PI,Y,5.39,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_pictum,,,,1,,,1,1
ASTERACEAE,Hieracium,piliferum,Hoppe,27,3,FC:PI,Y,5.98,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_piliferum,1,,,1,,,1,1
ASTERACEAE,Hieracium,piliferum,Hoppe,36,4,FC:PI,Y,7.79,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_piliferum,1,,,0,,,1,1
ASTERACEAE,Hieracium,pilosella,L.,36,4,FC:PI,Y,3.45,"Suda et al., 2007 (Ref. 569)",P,Eudicot,2011,Hieracium_pilosella,1,,,0,,,1,0
ASTERACEAE,Hieracium,pilosella,L.,18,2,FC:PI,Y,3.89,"Siljak-Yakovlev et al., 2010 (Ref. 634)",P,Eudicot,2012,Hieracium_pilosella,1,,,1,,,1,1
ASTERACEAE,Hieracium,pilosella,L.,45,5,FC:PI,Y,4.31,"Suda et al., 2007 (Ref. 569)",P,Eudicot,2011,Hieracium_pilosella,1,,,0,,,1,0
ASTERACEAE,Hieracium,pilosella,L.,54,6,FC:PI,Y,5.22,"Suda et al., 2007 (Ref. 569)",P,Eudicot,2011,Hieracium_pilosella,1,,,0,,,1,0
ASTERACEAE,Hieracium,pilosella,L.,63,7,FC:PI,Y,6.06,"Suda et al., 2007 (Ref. 569)",P,Eudicot,2011,Hieracium_pilosella,1,,,0,,,1,0
ASTERACEAE,Hieracium,piloselliflorum,N_geli & Peter,36,4,FC:PI,Y,3.77,"Suda et al., 2007 (Ref. 569)",P,Eudicot,2011,Hieracium_piloselliflorum,1,,,1,,,1,1
ASTERACEAE,Hieracium,piloselliflorum,N_geli & Peter,45,5,FC:PI,Y,4.5,"Suda et al., 2007 (Ref. 569)",P,Eudicot,2011,Hieracium_piloselliflorum,1,,,0,,,1,0
ASTERACEAE,Hieracium,piloselliflorum,N_geli & Peter,54,6,FC:PI,Y,5.35,"Suda et al., 2007 (Ref. 569)",P,Eudicot,2011,Hieracium_piloselliflorum,1,,,0,,,1,0
ASTERACEAE,Hieracium,piloselloides,Vill.,,,Fe,?,1.08,"Bachmann et al., 1975 (Ref. 48)",P,Eudicot,1976,Hieracium_piloselloides,1,,,1,1,,,0
ASTERACEAE,Hieracium,piloselloides,Vill.,36,4,FC:PI,Y,3.68,"Br_utigam and Br_utigam, 1996 (Ref. 352)",P,Eudicot,2000,Hieracium_piloselloides,1,,,0,0,,1,0
ASTERACEAE,Hieracium,pilosum,Schleich. ex Froel.,27,3,FC:PI,Y,5.9,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_pilosum,,,,1,,,1,1
ASTERACEAE,Hieracium,plumulosum,A.Kern.,18,2,FC:PI,Y,4.3,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_plumulosum,,,,1,,,1,1
ASTERACEAE,Hieracium,porrifolium,L.,18,2,FC:PI,Y,3.91,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_porrifolium,,,,1,,,1,1
ASTERACEAE,Hieracium,prenanthoides,Vill.,18,2,FC:PI,Y,3.65,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_prenanthoides,1,,,1,,,1,1
ASTERACEAE,Hieracium,prenanthoides,Vill.,27,3,FC:PI,Y,5.71,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_prenanthoides,1,,,0,,,1,0
ASTERACEAE,Hieracium,racemosum,Waldst. & Kit. Ex Willd.,27,3,FC:PI,Y,6.21,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_racemosum,,,,1,,,1,1
ASTERACEAE,Hieracium,ramondii,Griseb.,27,3,FC:PI,Y,5.32,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_ramondii,,,,1,,,1,1
ASTERACEAE,Hieracium,recoderi,De Retz,18,2,FC:PI,Y,3.55,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_recoderi,,,,1,,,1,1
ASTERACEAE,Hieracium,rothianum,Wallr.,36,4,FC:PI,Y,4.07,"Suda et al., 2007 (Ref. 569)",P,Eudicot,2011,Hieracium_rothianum,,,,1,,,1,1
ASTERACEAE,Hieracium,rubrum,Peter,54,6,FC:PI,Y,5.53,"Suda et al., 2007 (Ref. 569)",P,Eudicot,2011,Hieracium_rubrum,,,,1,,,1,1
ASTERACEAE,Hieracium,sabaudum,L.,27,3,FC:PI,Y,6.33,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_sabaudum,,,,1,,,1,1
ASTERACEAE,Hieracium,scandinavicum,Dahlst.,,4,FC:PI,Y,4.08,"Suda et al., 2007 (Ref. 569)",P,Eudicot,2011,Hieracium_scandinavicum,,,,1,,,,0
ASTERACEAE,Hieracium,schmidtii,Tausch,27,3,FC:PI,Y,5.32,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_schmidtii,,,,1,,,1,1
ASTERACEAE,Hieracium,schultesii,F.W.Schultz,,3,FC:PI,Y,2.77,"Suda et al., 2007 (Ref. 569)",P,Eudicot,2011,Hieracium_schultesii,1,,,0,1,,,0
ASTERACEAE,Hieracium,schultesii,F.W.Schultz,36,4,FC:PI,Y,3.73,"Suda et al., 2007 (Ref. 569)",P,Eudicot,2011,Hieracium_schultesii,1,,,1,0,,1,1
ASTERACEAE,Hieracium,schultesii,F.W.Schultz,45,5,FC:PI,Y,4.59,"Suda et al., 2007 (Ref. 569)",P,Eudicot,2011,Hieracium_schultesii,1,,,0,0,,1,0
ASTERACEAE,Hieracium,sparsum,Friv.,18,2,FC:PI,Y,4.08,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_sparsum,,,,1,,,1,1
ASTERACEAE,Hieracium,stelligerum,Froel.,18,2,FC:PI,Y,3.52,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_stelligerum,,,,1,,,1,1
ASTERACEAE,Hieracium,stoloniflorum,Waldst. & Kit.,36,4,FC:PI,Y,3.63,"Suda et al., 2007 (Ref. 569)",P,Eudicot,2011,Hieracium_stoloniflorum,,,,1,,,1,1
ASTERACEAE,Hieracium,tomentosum,L.,18,2,FC:PI,Y,3.74,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_tomentosum,1,,,1,,,1,1
ASTERACEAE,Hieracium,tomentosum,L.,27,3,FC:PI,Y,5.64,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_tomentosum,1,,,0,,,1,0
ASTERACEAE,Hieracium,transylvanicum,Heuff.,18,2,FC:PI,Y,4.28,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_transylvanicum,,,,1,,,1,1
ASTERACEAE,Hieracium,umbellatum,L.,18,2,FC:PI,Y,4.27,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_umbellatum,,,,1,,,1,1
ASTERACEAE,Hieracium,villosum,Jacq. II.,27,3,FC:PI,Y,5.8,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_villosum,1,,,1,,,1,1
ASTERACEAE,Hieracium,villosum,Jacq. I.,36,4,FC:PI,Y,7.86,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_villosum,1,,,0,,,1,0
ASTERACEAE,Hieracium,virosum,Pall.,27,3,FC:PI,Y,6.53,"Chrtek et al., 2009 (Ref. 641)",P,Eudicot,2012,Hieracium_virosum,,,,1,,,1,1
ASTERACEAE,Hieracium,visianii,(F.W.Schultz & Schultz Bip.) Rothm.,36,4,FC:PI,Y,7.64,"Siljak-Yakovlev et al., 2010 (Ref. 634)",,Eudicot,2012,Hieracium_visianii,,,,1,,,1,1
POACEAE,Hierochloe,brunonis,Hook.f.,84,12,FC:PI,Y,13.91,"Murray et al., 2005 (Ref. 528)",P,Monocot,2011,Hierochloe_brunonis,,,,1,,,1,1
POACEAE,Hierochloe,equiseta,Zotov,42,6,FC:PI,Y,9.05,"Murray et al., 2005 (Ref. 528)",P,Monocot,2011,Hierochloe_equiseta,,,,1,,,1,1
POACEAE,Hierochloe,fusca,Zotov,84,12,FC:PI,Y,13.78,"Murray et al., 2005 (Ref. 528)",P,Monocot,2011,Hierochloe_fusca,,,,1,,,1,1
POACEAE,Hierochloe,novae-zelandiae,Gand.,28,4,FC:PI,Y,6.27,"Murray et al., 2005 (Ref. 528)",P,Monocot,2011,Hierochloe_novae-zelandiae,,,,1,,,1,1
POACEAE,Hierochloe,redolens,(Vahl) Roem. & Schult.,84,12,FC:PI,Y,14.99,"Murray et al., 2005 (Ref. 528)",P,Monocot,2011,Hierochloe_redolens,,,,1,,,1,1
AMARYLLIDACEAE,Hippeastrum,cybister,Benth. & Hook.f.,,,FC:PI,N,17.3,"Zonneveld et al., 2005 (Ref. 466)",P,Monocot,2005b,Hippeastrum_cybister,,,,1,,,,0
AMARYLLIDACEAE,Hippeastrum,elwesii,C.H.Wright,,,FC:PI,N,10.6,"Zonneveld et al., 2005 (Ref. 466)",P,Monocot,2005b,Hippeastrum_elwesii,,,,1,,,,0
AMARYLLIDACEAE,Hippeastrum,papilio,(Ravenna) J.Van Scheepen,,,FC:PI,N,14.55,"Zonneveld et al., 2005 (Ref. 466)",P,Monocot,2005b,Hippeastrum_papilio,,,,1,,,,0
AMARYLLIDACEAE,Hippeastrum,parodii,Hunz. & Cocucci,22,2,Fe,Y,14.98,"Naranjo and Poggio, 1988 (Ref. 182)",P,Monocot,1995,Hippeastrum_parodii,,,,1,,,1,1
AMARYLLIDACEAE,Hippeastrum,reticulatum,Herb.,,,FC:PI,N,14.35,"Zonneveld et al., 2005 (Ref. 466)",P,Monocot,2005b,Hippeastrum_reticulatum,,,,1,,,,0
FABACEAE,Hippocrepis,comosa,L.,28,,Fe,,1.9,"Vidic et al., 2009 (Ref. 628)",P,Eudicot,2012,Hippocrepis_comosa,,,,1,,,,0
ASTERACEAE,Hippolytia,megacephala,(Rupr.) Poljakov,18,2,FC:PI,Y,6.24,"Garcia et al., 2004 (Ref. 521)",P,Eudicot,2011,Hippolytia_megacephala,,,,1,,,1,1
BRASSICACEAE,Hirschfeldia,incana,(L.) Lagr.-Fossat,16,2,FC:PI,Y,0.52,"Lysök et al., 2009 (Ref. 599)",,Eudicot,2011,Hirschfeldia_incana,,,,1,,,1,1
ZINGIBERACEAE,Hitchenia,caulina,(J. Graham) Baker,42,6,FC:PI,Y,1.12,"Leong-Skornickova et al., 2007 (Ref. 562)",P,Monocot,2011,Hitchenia_caulina,,,,1,,,1,1
APOCYNACEAE,Holarrhena,pubescens,Wall. ex G.Don,,,Fe,N,0.79,"Ohri et al., 2004 (Ref. 501)",P,Eudicot,2011,Holarrhena_pubescens,,,,1,,,,0
POACEAE,Holcus,lanatus,L.,14,2,Fe,?,1.7,"Grime and Mowforth, 1982 (Ref. 110)",P,Monocot,1991,Holcus_lanatus,,,,1,,,1,1
POACEAE,Holcus,mollis,L.,28,4,FC,-,2.78,"Marie and Brown, 1993 (Ref. 290)",P,Monocot,1997,Holcus_mollis,1,,,1,,,1,1
POACEAE,Holcus,mollis,L.,35,5,FC,-,4.1,"Marie and Brown, 1993 (Ref. 290)",P,Monocot,1997,Holcus_mollis,1,,,0,,,1,0
ULMACEAE,Holoptelea,integrifolia,Planch.,28,,Fe,N,0.68,"Ohri, 2002 (Ref. 454)",P,Eudicot,2005a,Holoptelea_integrifolia,,,,1,,,,0
ARACEAE,Homalomena,rubescens,Kunth,34,,Fe,Y,9.14,"Ghosh et al., 2001 (Ref. 411)",AP,Monocot,2005a,Homalomena_rubescens,,,,1,,,,0
IRIDACEAE,Homeria,bifida,L.Bolus,12,2,Fe,?,12.65,"Goldblatt et al., 1984 (Ref. 137)",P,Monocot,1991,Homeria_bifida,,,,1,,,1,1
IRIDACEAE,Homeria,flaccida,Sweet,24,4,Fe,?,17.85,"Goldblatt et al., 1984 (Ref. 137)",P,Monocot,1991,Homeria_flaccida,,,,1,,,1,1
IRIDACEAE,Homeria,pendula,Goldbl.,12,2,Fe,?,9.75,"Goldblatt et al., 1984 (Ref. 137)",P,Monocot,1991,Homeria_pendula,,,,1,,,1,1
CARYOPHYLLACEAE,Honckenya,peploides,(L.) Ehrh.,68,,FC:PI,N,4.33,"Kapralov et al., 2009 (Ref. 684)",P,Eudicot,2012,Honckenya_peploides,,,,1,,,,0
APOCYNACEAE,Hoodia,gordonii,(Masson) Sweet ex Decne.,,,FC:PI,N,2.45,"Zonneveld et al., 2005 (Ref. 466)",P,Eudicot,2005b,Hoodia_gordonii,,,,1,,,,0
POACEAE,Hordeum,arizonicum,Covas,42,6,FC:PI,Y,12.34,"Jakob et al., 2004 (Ref. 491)",A,Monocot,2011,Hordeum_arizonicum,,,,1,,,1,1
POACEAE,Hordeum,bogdanii,Wilensky,14,2,FC:PI,N,4.98,"Vogel et al., 1999 (Ref. 343)",P,Monocot,2000,Hordeum_bogdanii,,,,1,,,1,1
POACEAE,Hordeum,brachyantherum,Nevski,14,2,FC:PI,N,4.83,"Vogel et al., 1999 (Ref. 343)",P,Monocot,2000,Hordeum_brachyantherum,1,,,1,,,1,1
POACEAE,Hordeum,brachyantherum,Nevski,28,4,FC:PI,Y,9.29,"Jakob et al., 2004 (Ref. 491)",P,Monocot,2011,Hordeum_brachyantherum,1,,,0,,,1,0
POACEAE,Hordeum,brachyantherum,Nevski,42,6,FC:PI,Y,14.45,"Jakob et al., 2004 (Ref. 491)",P,Monocot,2011,Hordeum_brachyantherum,1,,,0,,,1,0
POACEAE,Hordeum,brevisubulatum,(Trin.) Link,28,4,FC:PI,Y,8.91,"Jakob et al., 2004 (Ref. 491)",P,Monocot,2011,Hordeum_brevisubulatum,1,,,0,,1,1,1
POACEAE,Hordeum,brevisubulatum,(Trin.) Link,42,6,FC:PI,Y,13.46,"Jakob et al., 2004 (Ref. 491)",P,Monocot,2011,Hordeum_brevisubulatum,1,,,0,,1,1,0
POACEAE,Hordeum,brevisubulatum-violaceum,(Boise & Hofenacker) Tzvelev,14,2,FC:PI,N,4.98,"Vogel et al., 1999 (Ref. 343)",P,Monocot,2000,Hordeum_brevisubulatum-violaceum,,,,1,,1,1,1
POACEAE,Hordeum,bulbosum,Nevski,14,2,Fe,N,5.5,"Bennett and Smith, 1971 (Ref. 50)",P,Monocot,1976,Hordeum_bulbosum,1,,,1,,,1,1
POACEAE,Hordeum,bulbosum,Nevski,28,4,Fe,N,11.05,"Bennett and Smith, 1971 (Ref. 50)",P,Monocot,1976,Hordeum_bulbosum,1,,,0,,,1,0
POACEAE,Hordeum,californicum,Covas & Stebbins,14,2,FC:PI,N,4.75,"Vogel et al., 1999 (Ref. 343)",P,Monocot,2000,Hordeum_californicum,,,,1,,,1,1
POACEAE,Hordeum,capense,Thunb.,28,4,FC:PI,Y,9.87,"Jakob et al., 2004 (Ref. 491)",P,Monocot,2011,Hordeum_capense,,,,1,,,1,1
POACEAE,Hordeum,chilense,Roem. & Schult.,14,2,Fe,N,5.45,"Bennett and Smith, 1971 (Ref. 50)",P,Monocot,1976,Hordeum_chilense,,,,1,,,1,1
POACEAE,Hordeum,comosum,K.Presl,14,2,FC:PI,N,4.63,"Vogel et al., 1999 (Ref. 343)",P,Monocot,2000,Hordeum_comosum,,,,1,,,1,1
POACEAE,Hordeum,cordobense,"Bothmer, Jacobsen & Nicora",14,2,FC:PI,Y,4.6,"Jakob et al., 2004 (Ref. 491)",P,Monocot,2011,Hordeum_cordobense,,,,1,,,1,1
POACEAE,Hordeum,depressum,(Scribn. & J.G.Sm.) Rydb.,28,4,FC:PI,Y,7.76,"Jakob et al., 2004 (Ref. 491)",A,Monocot,2011,Hordeum_depressum,,,,1,,,1,1
POACEAE,Hordeum,erectifolium,"Bothmer, Jacobsen & Jèrgensen",14,2,FC:PI,Y,4.75,"Jakob et al., 2004 (Ref. 491)",P,Monocot,2011,Hordeum_erectifolium,,,,1,,,1,1
POACEAE,Hordeum,euclaston,Steud.,14,2,FC:PI,Y,3.43,"Jakob et al., 2004 (Ref. 491)",A,Monocot,2011,Hordeum_euclaston,,,,1,,,1,1
POACEAE,Hordeum,flexuosum,Nees,14,2,FC:PI,N,4.43,"Vogel et al., 1999 (Ref. 343)",P,Monocot,2000,Hordeum_flexuosum,,,,1,,,1,1
POACEAE,Hordeum,fuegianum,"Bothmer, Jacobsen & Jèrgensen",28,4,FC:PI,Y,8.95,"Jakob et al., 2004 (Ref. 491)",P,Monocot,2011,Hordeum_fuegianum,,,,1,,,1,1
POACEAE,Hordeum,geniculatum,All.,14,2,Fe,N,5.4,"Bennett and Smith, 1971 (Ref. 50)",A,Monocot,1976,Hordeum_geniculatum,1,,,1,,,1,1
POACEAE,Hordeum,geniculatum,All.,28,4,Fe,N,10.78,"Bennett and Smith, 1971 (Ref. 50)",A,Monocot,1976,Hordeum_geniculatum,1,,,0,,,1,0
POACEAE,Hordeum,glaucum,Steud.,14,2,Fe,N,5.5,"Bennett and Smith, 1971 (Ref. 50)",A,Monocot,1976,Hordeum_glaucum,1,,,1,,,1,1
POACEAE,Hordeum,glaucum,Steud.,28,4,Fe,Y,10.65,"Bennett et al., 1998 (Ref. 375)",A,Monocot,2000,Hordeum_glaucum,1,,,0,,,1,0
POACEAE,Hordeum,haplophilum,Griseb.,14,2,FC:PI,N,4.43,"Vogel et al., 1999 (Ref. 343)",P,Monocot,2000,Hordeum_haplophilum,,,,1,,,1,1
POACEAE,Hordeum,hystrix,Roth,14,2,FC:PI,N,5.03,"Eilam et al., 2007 (Ref. 605)",A,Monocot,2011,Hordeum_hystrix,,,,1,,,1,1
POACEAE,Hordeum,intercedens,Nevski,14,2,FC:PI,Y,3.51,"Jakob et al., 2004 (Ref. 491)",A,Monocot,2011,Hordeum_intercedens,,,,1,,,1,1
POACEAE,Hordeum,jubatum,,28,4,Fe,N,10.85,"Bennett and Smith, 1971 (Ref. 50)",P,Monocot,1976,Hordeum_jubatum,,,,1,,,1,1
POACEAE,Hordeum,lechleri,(Steud.) Schenck,42,6,FC:PI,Y,13.32,"Jakob et al., 2004 (Ref. 491)",P,Monocot,2011,Hordeum_lechleri,,,,1,,,1,1
POACEAE,Hordeum,leporinum,,28,4,Fe,N,10.88,"Bennett and Smith, 1971 (Ref. 50)",A,Monocot,1976,Hordeum_leporinum,1,,,1,,,1,1
POACEAE,Hordeum,leporinum,,42,6,Fe,N,16.4,"Bennett and Smith, 1971 (Ref. 50)",A,Monocot,1976,Hordeum_leporinum,1,,,0,,,1,0
POACEAE,Hordeum,marinum,L.,14,2,Fe,N,5.5,"Bennett and Smith, 1971 (Ref. 50)",A,Monocot,1976,Hordeum_marinum,1,,,1,,,1,1
POACEAE,Hordeum,marinum,Huds.,28,4,FC:PI,Y,9.82,"Jakob et al., 2004 (Ref. 491)",A,Monocot,2011,Hordeum_marinum,1,,,0,,,1,0
POACEAE,Hordeum,murinum,L.,14,2,Fe,N,5.55,"Bennett and Smith, 1971 (Ref. 50)",A,Monocot,1976,Hordeum_murinum,1,,,1,,,1,1
POACEAE,Hordeum,murinum,L.,28,4,Fe,N,11.1,"Bennett and Smith, 1971 (Ref. 50)",A,Monocot,1976,Hordeum_murinum,1,,,0,,,1,0
POACEAE,Hordeum,murinum,L.,42,6,FC:PI,Y,14.93,"Jakob et al., 2004 (Ref. 491)",A,Monocot,2011,Hordeum_murinum,1,,,0,,,1,0
POACEAE,Hordeum,muticum,J.Presl,14,2,FC:PI,Y,4.79,"Jakob et al., 2004 (Ref. 491)",P,Monocot,2011,Hordeum_muticum,,,,1,,,1,1
POACEAE,Hordeum,parodii,Covas,42,6,FC:PI,Y,13.1,"Jakob et al., 2004 (Ref. 491)",P,Monocot,2011,Hordeum_parodii,,,,1,,,1,1
POACEAE,Hordeum,patagonicum,(Haumann) Covas,14,2,FC:PI,Y,4.58,"Jakob et al., 2004 (Ref. 491)",P,Monocot,2011,Hordeum_patagonicum,,,,1,,,1,1
POACEAE,Hordeum,procerum,Nevski,42,6,FC:PI,Y,13.59,"Jakob et al., 2004 (Ref. 491)",P,Monocot,2011,Hordeum_procerum,,,,1,,,1,1
POACEAE,Hordeum,pubiflorum,Hook.f.,14,2,FC:PI,Y,4.32,"Jakob et al., 2004 (Ref. 491)",P,Monocot,2011,Hordeum_pubiflorum,,,,1,,,1,1
POACEAE,Hordeum,pusillum,Nutt.,14,2,Fe,N,5.53,"Bennett and Smith, 1971 (Ref. 50)",A,Monocot,1976,Hordeum_pusillum,,,,1,,,1,1
POACEAE,Hordeum,roshevitsii,Bowden,14,2,Fe,N,5.53,"Bennett and Smith, 1971 (Ref. 50)",P,Monocot,1976,Hordeum_roshevitsii,,,,1,,,1,1
POACEAE,Hordeum,secalinum,Schreb.,28,4,Fe,N,11.2,"Bennett and Smith, 1971 (Ref. 50)",P,Monocot,1976,Hordeum_secalinum,,,,1,,,1,1
POACEAE,Hordeum,spontaneum,Koch,14,2,Fe,N,5.5,"Bennett and Smith, 1971 (Ref. 50)",A,Monocot,1976,Hordeum_spontaneum,,,,1,,,1,1
POACEAE,Hordeum,stenostachys,Godron,14,2,FC:PI,N,5.03,"Vogel et al., 1999 (Ref. 343)",P,Monocot,2000,Hordeum_stenostachys,,,,1,,,1,1
POACEAE,Hordeum,tetraploidum,Covas,28,4,FC:PI,Y,8.94,"Jakob et al., 2004 (Ref. 491)",P,Monocot,2011,Hordeum_tetraploidum,,,,1,,,1,1
POACEAE,Hordeum,violaceum,Boiss. & Huet,14,2,Fe,N,5.5,"Bennett and Smith, 1971 (Ref. 50)",P,Monocot,1976,Hordeum_violaceum,,,,1,,1,1,1
POACEAE,Hordeum,vulgare,L.,14,2,Fe,?,5.55,"Bennett and Smith, 1976 (Ref. 2)",A,Monocot,1976,Hordeum_vulgare,,,,1,,,1,1
BRASSICACEAE,Hornungia,petraea,Rchb.,12,2,FC:PI,Y,0.17,"Lysök et al., 2009 (Ref. 599)",,Eudicot,2011,Hornungia_petraea,,,,1,,,1,1
BRASSICACEAE,Hornungia,procumbens,(L.) Hayek,12,2,FC:PI,Y,0.21,"Lysök et al., 2009 (Ref. 599)",,Eudicot,2011,Hornungia_procumbens,,,,1,,,1,1
MYRISTICACEAE,Horsfieldia,iriya,(Gaertner) Warb.,50,,Fe,Y,1.73,"Morawetz and Samuel, 1998 (Ref. 341)",P,Basal Angiosperm,2000,Horsfieldia_iriya,,,,1,,,,0
ASPARAGACEAE,Hosta,capitata,(Koidzumi) Nakai,60,2,FC:PI,Y,9.65,"Zonneveld and Van Iren, 2001 (Ref. 384)",P,Monocot,2005a,Hosta_capitata,,,,1,,,1,1
ASPARAGACEAE,Hosta,clausa,,60,2,FC:PI,Y,9.6,"Zonneveld and Van Iren, 2001 (Ref. 384)",P,Monocot,2005a,Hosta_clausa,1,,,1,,,1,1
ASPARAGACEAE,Hosta,clausa,,90,3,FC:PI,Y,14.25,"Zonneveld and Van Iren, 2001 (Ref. 384)",P,Monocot,2005a,Hosta_clausa,1,,,0,,,1,0
ASPARAGACEAE,Hosta,crispula,F.Maek,,,FC:PI,Y,11.35,"Bharathan et al., 1994 (Ref. 272)",P,Monocot,1997,Hosta_crispula,,,,1,,,,0
ASPARAGACEAE,Hosta,gracillima,F.Maekawa,60,2,FC:PI,Y,11.05,"Zonneveld and Van Iren, 2001 (Ref. 384)",P,Monocot,2005a,Hosta_gracillima,,,,1,,,1,1
