Family,Genus,Species,Csome,Ploidy,GS,Repeated,Nonmultiple,Minimum,Maybehybrid,Both,Chromploid,PSID,Name
POACEAE,Paspalum,quadrifarium,40,4,1.61,,,0,,1,0,250,Paspalum_quadrifarium
POACEAE,Pennisetum,pedicellatum,36,4,2.2,,,1,,1,1,251,Pennisetum_pedicellatum
POACEAE,Pennisetum,pedicellatum,54,6,2.8,,,0,,1,0,251,Pennisetum_pedicellatum
POACEAE,Pennisetum,polystachyon,36,4,2.13,,,1,,1,1,252,Pennisetum_polystachyon
POACEAE,Pennisetum,polystachyon,54,6,2.85,,,0,,1,0,252,Pennisetum_polystachyon
POACEAE,Pennisetum,setaceum,27,3,1.4,,,1,,1,1,253,Pennisetum_setaceum
POACEAE,Pennisetum,setaceum,54,6,2.65,,,0,,1,0,253,Pennisetum_setaceum
POACEAE,Phalaris,arundinacea,28,4,4.13,,,1,,1,1,254,Phalaris_arundinacea
POACEAE,Phalaris,arundinacea,42,6,5.7,,,0,,1,0,254,Phalaris_arundinacea
POACEAE,Phleum,commutatum,14,2,1.36,,,1,,1,1,255,Phleum_commutatum
POACEAE,Phleum,commutatum,28,4,3.1,,,0,,1,0,255,Phleum_commutatum
POACEAE,Rytidosperma,thomsonii,24,2,1.76,,,1,,1,1,256,Rytidosperma_thomsonii
POACEAE,Rytidosperma,thomsonii,48,4,3.14,,,0,,1,0,256,Rytidosperma_thomsonii
POACEAE,Saccharum,robustum,60,6,3.83,,,1,,1,1,257,Saccharum_robustum
POACEAE,Saccharum,robustum,80,8,4.3,,,0,,1,0,257,Saccharum_robustum
POACEAE,Sesleria,heufleriana,28,4,4.8,,,1,,1,1,258,Sesleria_heufleriana
POACEAE,Sesleria,heufleriana,56,8,9.48,,,0,,1,0,258,Sesleria_heufleriana
POACEAE,Sorghum,bicolor,20,2,0.75,,,1,,1,1,259,Sorghum_bicolor
POACEAE,Sorghum,bicolor,40,4,1.68,,,0,,1,0,259,Sorghum_bicolor
POACEAE,Sorghum,plumosum,30,,3.83,,,1,,,0,260,Sorghum_plumosum
POACEAE,Sorghum,plumosum,40,,5.15,,,0,,,0,260,Sorghum_plumosum
POACEAE,Sorghum,versicolor,10,2,2.13,,,1,,1,1,261,Sorghum_versicolor
POACEAE,Sorghum,versicolor,20,4,3.34,,,0,,1,0,261,Sorghum_versicolor
POACEAE,Triticale,(hexaploid),42,6,19.8,,,1,,1,1,262,Triticale_(hexaploid)
POACEAE,Triticale,(octoploid),56,8,25.98,,,0,,1,0,262,Triticale_(octoploid)
POLYGONACEAE,Fallopia,japonica,44,4,2.43,,,1,,1,1,263,Fallopia_japonica
POLYGONACEAE,Fallopia,japonica,88,8,4.82,,,0,,1,0,263,Fallopia_japonica
POLYGONACEAE,Fallopia,sachalinensis,44,4,2.16,,,1,,1,1,264,Fallopia_sachalinensis
POLYGONACEAE,Fallopia,sachalinensis,66,6,3.21,,,0,,1,0,264,Fallopia_sachalinensis
POLYGONACEAE,Fallopia,sachalinensis,88,8,4.44,,,0,,1,0,264,Fallopia_sachalinensis
POLYGONACEAE,Fallopia,x bohemica,44,4,2.32,,,1,,1,1,265,Fallopia_x bohemica
POLYGONACEAE,Fallopia,x bohemica,66,6,3.47,,,0,,1,0,265,Fallopia_x bohemica
POLYGONACEAE,Fallopia,x bohemica,88,8,4.63,,,0,,1,0,265,Fallopia_x bohemica
RANUNCULACEAE,Hepatica,nobilis,14,2,19.15,,,1,,1,1,266,Hepatica_nobilis
RANUNCULACEAE,Hepatica,nobilis,28,4,44.6,,,0,,1,0,266,Hepatica_nobilis
RANUNCULACEAE,Ranunculus,acris,14,2,4.45,,,1,,1,1,267,Ranunculus_acris
RANUNCULACEAE,Ranunculus,acris,28,4,7.8,,,0,,1,0,267,Ranunculus_acris
RANUNCULACEAE,Ranunculus,adoneus,16,2,2.94,,,1,,1,1,268,Ranunculus_adoneus
RANUNCULACEAE,Ranunculus,adoneus,32,4,5.98,,,0,,1,0,268,Ranunculus_adoneus
RANUNCULACEAE,Ranunculus,carpaticola,16,2,3.06,,,1,,1,1,269,Ranunculus_carpaticola
RANUNCULACEAE,Ranunculus,carpaticola,48,6,8.05,,,0,,1,0,269,Ranunculus_carpaticola
RANUNCULACEAE,Ranunculus,cassubicifolius,16,2,3.15,,,1,,1,1,270,Ranunculus_cassubicifolius
RANUNCULACEAE,Ranunculus,cassubicifolius,32,4,5.85,,,0,,1,0,270,Ranunculus_cassubicifolius
RANUNCULACEAE,Ranunculus,escholtzii,16,2,3.15,,,1,,1,1,271,Ranunculus_escholtzii
RANUNCULACEAE,Ranunculus,escholtzii,32,4,7.33,,,0,,1,0,271,Ranunculus_escholtzii
RANUNCULACEAE,Ranunculus,escholtzii,48,6,9.67,,,0,,1,0,271,Ranunculus_escholtzii
RANUNCULACEAE,Ranunculus,ficaria,16,2,9.33,,,1,,1,1,272,Ranunculus_ficaria
RANUNCULACEAE,Ranunculus,ficaria,24,3,14.18,,,0,,1,0,272,Ranunculus_ficaria
RANUNCULACEAE,Ranunculus,ficaria,32,4,19.1,,,0,,1,0,272,Ranunculus_ficaria
RANUNCULACEAE,Ranunculus,flammula,32,4,6.35,,,1,,1,1,273,Ranunculus_flammula
RANUNCULACEAE,Ranunculus,flammula,48,6,7.33,,,0,,1,0,273,Ranunculus_flammula
ROSACEAE,Crataegus,laevigata,34,2,0.74,,,1,,1,1,274,Crataegus_laevigata
ROSACEAE,Crataegus,laevigata,,4,1.56,,,0,,,0,274,Crataegus_laevigata
ROSACEAE,Crataegus,pinnatifida,,2,0.78,,,1,,,0,275,Crataegus_pinnatifida
ROSACEAE,Crataegus,pinnatifida,,4,1.6,,,0,,,0,275,Crataegus_pinnatifida
ROSACEAE,Crataegus,suksdorfii,,2,0.71,,,1,,,0,276,Crataegus_suksdorfii
ROSACEAE,Crataegus,suksdorfii,,4,1.48,,,0,,,0,276,Crataegus_suksdorfii
ROSACEAE,Crataegus,triflora,,2,0.68,,,1,,,0,277,Crataegus_triflora
ROSACEAE,Crataegus,triflora,,4,1.34,,,0,,,0,277,Crataegus_triflora
ROSACEAE,Malus,coronaria,51,3,1.21,,,1,,1,1,278,Malus_coronaria
ROSACEAE,Malus,coronaria,68,4,1.59,,,0,,1,0,278,Malus_coronaria
ROSACEAE,Malus,hupehensis,34,2,0.73,,,1,,1,1,279,Malus_hupehensis
ROSACEAE,Malus,hupehensis,51,3,1.06,,,0,,1,0,279,Malus_hupehensis
ROSACEAE,Malus,ioensis,34,2,0.78,,,1,,1,1,280,Malus_ioensis
ROSACEAE,Malus,ioensis,51,3,1.21,,,0,,1,0,280,Malus_ioensis
ROSACEAE,Malus,komarovii,51,3,1.12,,,1,,1,1,281,Malus_komarovii
ROSACEAE,Malus,komarovii,68,4,1.46,,,0,,1,0,281,Malus_komarovii
ROSACEAE,Malus,sargentii,51,3,1.14,0,,1,,1,1,282,Malus_sargentii
ROSACEAE,Malus,sargentii,68,4,1.46,0,,0,,1,0,282,Malus_sargentii
ROSACEAE,Malus,sargentii,85,5,1.94,,,0,,1,0,282,Malus_sargentii
ROSACEAE,Malus,sieboldii,34,2,0.77,,,1,,1,1,283,Malus_sieboldii
ROSACEAE,Malus,sieboldii,51,3,1.1,,,0,,1,0,283,Malus_sieboldii
ROSACEAE,Malus,sieboldii,68,4,1.44,,,0,,1,0,283,Malus_sieboldii
ROSACEAE,Malus,sikkimensis,51,3,1.08,,,1,,1,1,284,Malus_sikkimensis
ROSACEAE,Malus,sikkimensis,68,4,1.43,,,0,,1,0,284,Malus_sikkimensis
ROSACEAE,Malus,sikkimensis,85,5,1.77,,,0,,1,0,284,Malus_sikkimensis
ROSACEAE,Malus,spectabilis,34,2,0.75,,,1,,1,1,285,Malus_spectabilis
ROSACEAE,Malus,spectabilis,51,3,1.1,,,0,,1,0,285,Malus_spectabilis
ROSACEAE,Malus,toringoides,51,3,1.1,,,1,,1,1,286,Malus_toringoides
ROSACEAE,Malus,toringoides,68,4,1.48,,,0,,1,0,286,Malus_toringoides
ROSACEAE,Rosa,x hybrida,14,2,0.59,,,1,,1,1,287,Rosa_x hybrida
ROSACEAE,Rosa,x hybrida,21,3,0.9,,,0,,1,0,287,Rosa_x hybrida
ROSACEAE,Rosa,x hybrida,28,4,1.15,,,0,,1,0,287,Rosa_x hybrida
ROSACEAE,Rubus,alceifolius,21,3,0.65,,,1,,1,1,288,Rubus_alceifolius
ROSACEAE,Rubus,alceifolius,28,4,0.86,,,0,,1,0,288,Rubus_alceifolius
ROSACEAE,Sorbus,aria,34,2,0.71,,,1,,1,1,,Sorbus_aria
ROSACEAE,Sorbus,aria x intermedia,51,3,1.05,,,0,,1,0,,Sorbus_aria x intermedia
ROSACEAE,Sorbus,torminalis,34,2,0.75,,,1,,1,1,289,Sorbus_torminalis
ROSACEAE,Sorbus,torminalis,51,3,1.12,,,0,,1,0,289,Sorbus_torminalis
RUBIACEAE,Anthospermum,spathulatum,22,2,0.98,,,1,,1,1,290,Anthospermum_spathulatum
RUBIACEAE,Anthospermum,spathulatum,44,4,2.3,,,0,,1,0,290,Anthospermum_spathulatum
RUBIACEAE,Anthospermum,spathulatum,88,8,5.08,,,0,,1,0,290,Anthospermum_spathulatum
SALICACEAE,Salix,viminalis,38,2,0.41,,,1,,1,1,291,Salix_viminalis
SALICACEAE,Salix,viminalis,76,4,0.81,,,0,,1,0,291,Salix_viminalis
SAPINDACEAE,Acer,campestre,26,2,0.69,,,1,,1,1,292,Acer_campestre
SAPINDACEAE,Acer,campestre,52,4,1.35,,,0,,1,0,292,Acer_campestre
SAPINDACEAE,Acer,x bornmuelleri,26,2,0.7,,,1,,1,1,293,Acer_x bornmuelleri
SAPINDACEAE,Acer,x bornmuelleri,39,3,1.04,,,0,,1,0,293,Acer_x bornmuelleri
SAXIFRAGACEAE,Saxifraga,granulata,22,2,0.68,,1,1,,1,1,294,Saxifraga_granulata
SAXIFRAGACEAE,Saxifraga,granulata,44,4,1.78,0,1,0,,1,0,294,Saxifraga_granulata
SAXIFRAGACEAE,Saxifraga,granulata,52,,2.38,0,1,0,,,0,294,Saxifraga_granulata
SOLANACEAE,Lycium,chilense,24,2,1.78,,,1,,1,1,295,Lycium_chilense
SOLANACEAE,Lycium,chilense,48,4,3.25,,,0,,1,0,295,Lycium_chilense
SOLANACEAE,Solanum,tuberosum,24,2,0.88,,,1,,1,1,296,Solanum_tuberosum
SOLANACEAE,Solanum,tuberosum,48,4,2.1,,,0,,1,0,296,Solanum_tuberosum
XANTHORRHOEACEAE,Aloe,ciliaris,14,2,10.75,,,1,,1,1,297,Aloe_ciliaris
XANTHORRHOEACEAE,Aloe,ciliaris,35,5,26.65,,,0,,1,0,297,Aloe_ciliaris
XANTHORRHOEACEAE,Aloe,ciliaris,42,6,31.35,,,0,,1,0,297,Aloe_ciliaris
XANTHORRHOEACEAE,Bulbine,bulbosa,24,2,14.55,,1,1,,1,1,298,Bulbine_bulbosa
XANTHORRHOEACEAE,Bulbine,bulbosa,46,4,13.7,,1,0,,1,0,298,Bulbine_bulbosa
XANTHORRHOEACEAE,Bulbine,bulbosa,72,6,34.15,,1,0,,1,0,298,Bulbine_bulbosa
XANTHORRHOEACEAE,Bulbine,semibarbata,26,2,8.88,,,1,,1,1,299,Bulbine_semibarbata
XANTHORRHOEACEAE,Bulbine,semibarbata,54,4,17,,,0,,1,0,299,Bulbine_semibarbata
XANTHORRHOEACEAE,Bulbine,semibarbata,78,6,19.9,,,0,,1,0,299,Bulbine_semibarbata
XANTHORRHOEACEAE,Gasteria,acinacifolia,14,2,19.35,,,1,,1,1,300,Gasteria_acinacifolia
XANTHORRHOEACEAE,Gasteria,acinacifolia,28,4,38.3,,,0,,1,0,300,Gasteria_acinacifolia
XANTHORRHOEACEAE,Gasteria,brachyphylla,14,2,17.6,,,1,,1,1,301,Gasteria_brachyphylla
XANTHORRHOEACEAE,Gasteria,brachyphylla,28,4,33.1,,,0,,1,0,301,Gasteria_brachyphylla
XANTHORRHOEACEAE,Gasteria,excelsa,14,2,18.7,,,1,,1,1,302,Gasteria_excelsa
XANTHORRHOEACEAE,Gasteria,excelsa,28,4,36,,,0,,1,0,302,Gasteria_excelsa
ZINGIBERACEAE,Curcuma,aromatica,42,6,0.93,,,1,,1,1,303,Curcuma_aromatica
ZINGIBERACEAE,Curcuma,aromatica,63,9,1.42,,,0,,1,0,303,Curcuma_aromatica
ZYGOPHYLLACEAE,Larrea,tridentata,26,2,0.75,,,1,,1,1,304,Larrea_tridentata
ZYGOPHYLLACEAE,Larrea,tridentata,52,4,1.28,,,0,,1,0,304,Larrea_tridentata
ZYGOPHYLLACEAE,Larrea,tridentata,78,6,1.6,,,0,,1,0,304,Larrea_tridentata
